"athlete.sex","average_speed","max_speed","distance","average_heartrate","type"
"M",7.55,15.3,53153.1,117.7,"Ride"
"M",6.716,16.4,75356.4,126,"Ride"
"M",6.97,16.3,89737.2,136.6,"Ride"
"M",8.535,17.8,43621.2,146.7,"Ride"
"M",3.137,16.7,21632.7,103.6,"Ride"
"F",6.067,20.6,19312.1,124,"Ride"
"M",7.278,15.6,104621,155.7,"Ride"
"F",6.73,15.4,58103.6,146,"Ride"
"M",7.902,11.2,33372.1,143.5,"Ride"
"M",6.799,11.8,22557.5,156.3,"Ride"
"M",1.951,5.9,2070,142.9,"Run"
"F",9.222,13.8,76693.6,135.7,"Ride"
"F",3.031,6.7,11292.3,142.5,"Run"
"F",6.22,14.7,30206.6,130.3,"Ride"
"M",8.302,17.8,88519.5,164.5,"Ride"
"M",6.984,12.8,18151.4,119.2,"Ride"
"M",8.549,11.9,50985.4,152,"Ride"
"M",5.135,19,14959.4,152.5,"Ride"
"M",7.215,23.4,119934,119.2,"Ride"
"M",7.899,17.3,28414.4,135.7,"Ride"
"M",5.552,13.6,12853.4,145.6,"Ride"
"M",5.116,10.6,23320.8,136.4,"Ride"
"F",3.792,4.6,19516.1,165.9,"Run"
"M",5.882,16.3,26509,112.4,"Ride"
"M",7.627,12.8,8687.5,102.7,"Ride"
"M",6.134,9.2,8458.2,107.4,"Ride"
"F",9.381,13.5,38604.4,168.4,"Ride"
"M",5.197,6.7,1335.6,126.9,"Ride"
"M",6.354,15.7,14614,143.3,"Ride"
"M",8.671,20.7,45815.8,163.6,"Ride"
"F",6.351,8.7,20260.5,157.3,"Ride"
"M",6.836,11.2,66516.7,127,"Ride"
"M",7.906,14,44349.9,106.2,"Ride"
"M",10.927,15.1,40191.2,135.5,"Ride"
"M",6.574,15.5,68174.7,144.3,"Ride"
"M",6.624,11.1,81178.3,135.5,"Ride"
"F",6.895,13.5,63390.1,126,"Ride"
"M",4.797,14.2,49510.2,129,"Ride"
"M",6.29,14.7,32079,111.5,"Ride"
"M",7.467,11.9,36782.1,148.5,"Ride"
"M",7.453,12.6,198252,133.9,"Ride"
"M",2.848,3.9,12006.2,154.1,"Run"
"F",4.715,14.9,31139.1,113.6,"Run"
"M",8.562,14.3,11841,155.1,"Ride"
"F",6.179,13.9,30266.9,162.5,"Ride"
"F",1.937,3,2469.5,161.5,"Run"
"M",7.049,24.4,57637.1,163.2,"Ride"
"F",7.11,11.8,16617.1,138.8,"Ride"
"F",2.741,5.7,6837.3,164.3,"Run"
"F",5.672,13.4,57571.9,113,"Ride"
"M",7.594,13.2,22120.4,118.6,"Ride"
"M",7.1,15.3,49852.5,117.9,"Ride"
"M",8.489,13.2,80334,139.5,"Ride"
"F",7.6,20.9,45060.5,120.1,"Ride"
"M",4.578,12.6,36170.5,138.3,"Ride"
"F",5.011,19.5,29577.3,145,"Ride"
"F",3.328,5,18497.7,150.1,"Run"
"M",9.552,15.1,55707.4,157.3,"Ride"
"F",6.826,13.6,38380.6,139.7,"Ride"
"M",7.013,9.7,26797.7,150.7,"Ride"
"F",7.365,17.5,87592.9,138,"Ride"
"F",3.304,8.7,15633.9,133.5,"Ride"
"M",7.518,15.5,73085.8,130.5,"Ride"
"M",8.767,14.2,77303.8,126.6,"Ride"
"F",2.774,4.9,10144.5,162.1,"Ride"
"M",8.66,14,14471.2,134.5,"Ride"
"M",8.714,18,77054.6,143.4,"Ride"
"F",2.878,4.7,8642.2,156.9,"Run"
"F",6.102,13.4,36875.6,148.3,"Ride"
"F",4.692,13.7,25052,126.7,"Ride"
"F",7.323,13.3,60545,152.4,"Ride"
"M",5.549,8.4,8084.2,132,"Ride"
"F",2.073,5.7,15583.9,96.6,"Run"
"M",5.458,17.9,45315.8,157.5,"Ride"
"M",6.548,17,26284.5,145.2,"Ride"
"F",7.298,9.2,32329.9,132.2,"Ride"
"M",3.203,4.7,5473.4,141.9,"Run"
"M",6.462,13.8,29730.6,118.3,"Ride"
"F",5.811,17,36982.4,127.8,"Ride"
"M",2.461,3.8,6832.9,151.4,"Run"
"M",3.681,4.5,8289.2,139.8,"Run"
"F",2.569,3.6,1801.2,88.5,"Ride"
"F",2.796,4.3,5610.8,143.9,"Run"
"M",5.5,10.5,20531.9,97.7,"Ride"
"M",3.956,21.5,48497.1,144.8,"Ride"
"M",5.985,8.9,6679.1,137.7,"Ride"
"F",2.426,4.2,4821.4,134.4,"Run"
"M",3.098,4.5,5145.8,162.7,"Run"
"M",6.346,14.7,39422.2,113.9,"Ride"
"M",2.507,5,3568.1,141.7,"Run"
"M",0.183,1.3,35.5,115.9,"Run"
"M",2.377,8.8,5316.9,156.2,"Run"
"M",7.271,16.2,40230.1,116.8,"Ride"
"M",2.916,3.4,7053.8,127.4,"Run"
"F",6.692,8.1,24967.3,120.6,"Ride"
"F",5.948,12.2,17112.9,122.8,"Ride"
"F",3.359,7.6,3899.7,123.4,"Ride"
"M",7.259,8.9,26174.5,148.2,"Ride"
"M",7.78,14.5,107621,139.2,"Ride"
"M",5.832,20.9,39784.4,146.4,"Ride"
"M",7.248,15.7,46794,159.3,"Ride"
"F",1.512,3.2,2143.8,167.1,"Run"
"F",3.683,4.4,4010.7,187.6,"Run"
"M",4.03,10.1,28364.1,141.3,"Ride"
"M",2.746,5.6,5887.1,136.4,"Run"
"M",8.679,17.3,70140.3,140.1,"Ride"
"M",7.715,13.9,72347.8,129.4,"Ride"
"M",2.883,4.7,5255.5,143.8,"Run"
"M",4.411,6.2,5888.2,163.2,"Run"
"M",9.22,16.8,31321.6,148.9,"Ride"
"M",1.834,2.7,940.6,120.3,"Run"
"M",6.738,14.3,30858.4,143.5,"Ride"
"M",7.352,18.3,67691.4,156.8,"Ride"
"M",8.841,13.2,57902.8,115.5,"Ride"
"F",6.428,13.7,35407.1,139.1,"Ride"
"M",6.28,19.3,30575.4,154.4,"Ride"
"F",7.74,12.2,23824.3,145.6,"Ride"
"M",7.503,17.7,40328.3,142.8,"Ride"
"F",2.726,3.3,7380,147.8,"Run"
"M",4.972,7.4,10013.5,172.7,"Run"
"M",7.216,14.4,42853.1,135.7,"Ride"
"F",6.084,11.9,27266.5,114.3,"Ride"
"M",3.595,4.8,5957.3,179.1,"Run"
"M",2.113,2.8,1233.9,150.1,"Run"
"M",4.496,9.5,18425.4,140.1,"Ride"
"M",6.774,16.2,99628.4,149.4,"Ride"
"M",3.01,4.4,7823.1,169.9,"Run"
"M",5.988,11,68679.3,160.6,"Ride"
"M",5.627,7,23651.4,135.2,"Ride"
"M",23.671,38.3,83344.2,124,"Ride"
"M",7.203,9.5,6230.8,155.9,"Ride"
"M",3.765,8.9,4924.8,175.1,"Run"
"M",8.842,14.8,54491.9,127.9,"Ride"
"M",3.077,9.7,1959.8,186,"Run"
"M",7.37,16.6,88448.8,133.4,"Ride"
"F",3.135,5.2,16121.8,158.9,"Run"
"M",8.087,13,11354.2,181.2,"Ride"
"M",5.407,19.4,55472.3,121.8,"Ride"
"F",6.433,8.6,54916.3,145.3,"Ride"
"M",6.334,12.4,10964.6,129.4,"Ride"
"M",7.581,11.9,29437.1,129.7,"Ride"
"M",6.003,12.1,12899.9,125.1,"Ride"
"F",6.607,16.1,59334.6,129.9,"Ride"
"M",6.913,12.2,10812.4,131.2,"Ride"
"F",2.608,3.4,5099.3,177.4,"Run"
"F",3.2,4,3440.1,165.7,"Run"
"M",5.696,15.8,25051.7,153,"Ride"
"M",7.638,14.7,53328.1,144.7,"Ride"
"M",7.226,16.4,15579.9,151.3,"Ride"
"F",5.923,7.2,22017.5,119.4,"Ride"
"F",9.006,15,51271.4,141.4,"Ride"
"M",9.353,15.1,62774,137.3,"Ride"
"M",6.171,8.5,42397.1,143.4,"Ride"
"M",4.452,13.2,21266.8,121.7,"Ride"
"F",7.084,9.8,50954.8,100.6,"Ride"
"M",3.506,9.7,14820.7,159.5,"Run"
"F",6.799,12.2,16712,143.7,"Ride"
"F",2.37,13.4,19263.6,136.9,"Ride"
"F",4.39,11.6,7980.3,136.2,"Ride"
"M",6.501,14.5,60378.4,125.1,"Ride"
"F",3.064,3.8,16101.2,162,"Run"
"M",6.421,15.4,14684.8,139.7,"Ride"
"M",7.81,11.5,21689.6,134.2,"Ride"
"M",7.274,10.3,22112.3,132.7,"Ride"
"F",2.792,4.2,9961.1,170.9,"Run"
"M",2.67,6.3,19793.3,172.4,"Run"
"F",3.02,13.9,19735,146.3,"Ride"
"M",3.843,12.9,23932.3,128.2,"Ride"
"F",2.948,5,10021.1,159.6,"Run"
"M",2.955,4.3,10356,150.5,"Run"
"M",7.01,10.4,27353.3,114.8,"Ride"
"M",5.386,8.4,4276.5,109.9,"Ride"
"F",1.473,5.1,5853.8,160.8,"Run"
"F",5.059,15.2,20002.2,128.2,"Ride"
"M",1.423,4.8,6208,107.3,"Run"
"M",5.422,11.5,14660.1,120.9,"Ride"
"M",8.397,13.2,31623.2,132.7,"Ride"
"F",7.724,8.3,27814.3,122.6,"Ride"
"M",2.752,4.9,6096.4,157.3,"Run"
"F",2.937,7.2,2470,150,"Ride"
"F",6.935,10.6,53256.3,152.7,"Ride"
"F",2.226,27.1,4056.1,124.9,"Run"
"M",5.982,14.4,22372.8,156.3,"Ride"
"F",3.369,3.8,397.6,161.6,"Run"
"M",2.891,5.8,24811.6,130.8,"Run"
"M",2.892,4.7,5225.1,135.3,"Run"
"F",6.63,10.7,15706.7,144.5,"Ride"
"M",11.095,16.1,16066,173.2,"Ride"
"F",2.841,4.3,6604.8,187.3,"Run"
"F",3.001,13,7054.2,172.1,"Run"
"F",3.054,4.6,10171.4,174,"Run"
"F",2.405,4.5,4851.2,137.5,"Run"
"F",5.21,9.9,30799,122.1,"Ride"
"M",2.646,23.2,12661.4,157.6,"Run"
"M",7.811,13.2,17489,124.2,"Ride"
"M",5.316,11.3,48755.2,145.9,"Ride"
"M",7.111,17.1,57645.8,133.8,"Ride"
"F",8.814,10.1,16375.9,52.7,"Ride"
"F",5.016,14.4,22615.6,51.1,"Ride"
"M",4.49,13.2,50436.6,158,"Ride"
"M",7.188,15.4,74285.9,147.3,"Ride"
"F",2.62,4.9,41032.9,75.1,"Run"
"M",7.757,14.3,79955.9,170.1,"Ride"
"F",2.736,3.5,4021.5,148.8,"Run"
"F",5.396,15.1,51064.2,128.2,"Ride"
"M",2.847,4.9,11930.7,148.7,"Run"
"M",8.73,14.3,75815.1,123.8,"Ride"
"F",2.845,4.1,4899.8,134.9,"Run"
"F",4.269,12.7,28343.3,150.5,"Ride"
"M",7.371,15.1,58743.9,128.3,"Ride"
"M",8.435,16.4,39089,150.8,"Ride"
"M",4.249,6.6,7198.6,160.7,"Run"
"F",4.804,8,6692,147.7,"Ride"
"F",8.459,15.7,60499.4,141.7,"Ride"
"M",2.756,4.7,15724.4,137.9,"Run"
"M",6.336,9,3807.8,147.7,"Ride"
"F",2.67,4.3,20773.5,149.2,"Run"
"M",3.152,4.1,11270.4,158.1,"Run"
"F",6.132,9.3,34209.7,136.6,"Ride"
"M",7.475,14.7,13507.8,172.9,"Ride"
"M",3.505,8.4,20583,129.1,"Run"
"M",3.569,4.5,128.5,84.2,"Ride"
"F",3.848,5.1,1550.7,118.9,"Run"
"F",5.935,9.6,28518.7,152.3,"Ride"
"M",6.572,12.9,35074.9,147.4,"Ride"
"M",5.591,12.9,17280.4,145.1,"Ride"
"M",7.893,14.6,45485.9,148.6,"Ride"
"F",8.171,14.4,56486.2,144.9,"Ride"
"F",7.465,11.9,59756.8,149,"Ride"
"M",7.906,13.6,43612,146,"Run"
"M",6.979,20.3,48922.5,124.7,"Ride"
"F",3.502,15.9,29652.1,121.3,"Ride"
"M",5.903,14.4,31292.7,140.9,"Ride"
"M",4.236,13.1,24037.9,147.8,"Ride"
"M",5.815,13.2,42335.2,107,"Ride"
"M",2.967,3.9,400.5,37,"Ride"
"M",7.164,16.8,50047.5,132.9,"Ride"
"F",8.667,12.1,15609.4,140.7,"Ride"
"M",3.94,6.2,11917.3,138.6,"Run"
"F",7.487,11.8,18935.1,129.5,"Ride"
"F",8.185,13.1,16836.1,151.2,"Ride"
"M",7.911,15.5,32465.4,172.6,"Ride"
"M",7.649,16.5,114190,130.8,"Ride"
"M",3.165,4.6,14709.2,175,"Run"
"M",0.026,1.2,92.6,116.4,"Ride"
"M",8.305,10.5,17042.5,146.9,"Ride"
"M",7.117,15.3,114521,149.7,"Ride"
"M",2.781,4,3212.4,125.5,"Run"
"M",7.322,13.2,87223.8,126.1,"Ride"
"F",6.694,9.4,52870,120.3,"Ride"
"M",5.399,7,507.5,122.2,"Ride"
"F",2.828,3.7,11541.7,138.5,"Run"
"M",7.843,18.6,129267,132.1,"Ride"
"F",6.932,14.6,23055.9,143.8,"Ride"
"M",3.183,4.6,13561.8,155.2,"Run"
"M",7.773,11.6,28115.3,132.8,"Ride"
"M",2.962,3.8,6616.5,159.7,"Run"
"M",7.341,9.6,39642.6,125.7,"Ride"
"M",6.454,15.5,11352.1,159.5,"Ride"
"F",2.45,18.4,5673.9,167.7,"Run"
"F",5.385,15.9,37203,86.1,"Ride"
"M",3.718,6.7,15281.3,150,"Run"
"M",2.087,4.5,6324.5,120.5,"Run"
"M",3.192,4.6,7175.5,132.1,"Run"
"M",5.936,14,21286.4,139.2,"Ride"
"F",1.938,4.4,8395.6,126,"Run"
"M",7.142,8.8,22775.6,128.6,"Ride"
"M",8.238,13.7,27086,140.6,"Ride"
"M",8.15,14.9,53975.2,114.5,"Ride"
"M",4.34,10.1,14401.6,109.1,"Ride"
"M",6.093,12.5,34963.5,139.3,"Ride"
"M",7.757,22.7,105847,130.4,"Ride"
"F",2.301,8.9,1573.6,82.5,"Ride"
"M",7.282,15.2,38575.3,106.7,"Ride"
"M",3.151,10.7,2149.2,143.3,"Run"
"M",5.502,15.8,35775.5,114.3,"Ride"
"M",1.982,3.8,9186.7,167.7,"Run"
"F",5.149,16.9,21872.8,113.7,"Ride"
"M",7.353,19.8,4374.8,130.3,"Ride"
"F",11.151,19,77490.7,169.6,"Ride"
"F",8.581,14.9,41798.2,160.1,"Ride"
"M",7.734,20.7,82509,150.3,"Ride"
"F",3.293,13.607,83701.4,143,"Ride"
"M",7.026,14.2,31061.7,155,"Ride"
"M",7.002,8.3,27546.6,118.8,"Ride"
"F",5.984,14.3,29080.1,130.3,"Ride"
"M",7.703,14.5,18779,145.8,"Ride"
"M",8.878,18.7,38191.9,159.3,"Ride"
"M",5.011,11,47692.7,97.9,"Ride"
"M",4.083,11.4,25240.2,119.1,"Ride"
"F",3.357,5,10015.1,162.1,"Run"
"F",2.502,4.9,5035,165.6,"Run"
"M",6.911,10.9,45245.7,149.9,"Ride"
"M",3.111,4.2,10020,153,"Run"
"M",9.733,11.4,37413.6,143.1,"Ride"
"F",6.642,8.4,9193,122.3,"Ride"
"M",7.496,17.4,33965,135.5,"Ride"
"M",9.178,18.1,725.1,81.3,"Ride"
"M",6.378,15.6,58757.4,126.4,"Ride"
"F",7.235,14.983,63339,128.1,"Ride"
"M",4.394,5.6,7565.9,164.6,"Run"
"F",8.053,14.5,38372.2,143.2,"Ride"
"M",7.701,17.9,71487.1,163.9,"Ride"
"M",2.843,3.8,2709.5,156.5,"Run"
"F",3.054,4.6,10171.4,174,"Run"
"F",7.375,13.1,37570,154.7,"Ride"
"M",8.164,14.6,37882.1,145.7,"Ride"
"M",4.381,14.1,11373.4,106.9,"Ride"
"M",8.575,13.8,40129.9,146.4,"Ride"
"M",7.29,13.3,11051.9,135.2,"Ride"
"F",7.839,10.6,193380,136.4,"Ride"
"M",4.092,9.7,4537.7,129.9,"Ride"
"M",7.018,16.2,102143,146.7,"Ride"
"M",6.717,11.7,48333,157.8,"Ride"
"M",3.222,4.1,4687.3,151.9,"Run"
"M",7.006,10.3,14005.2,162.5,"Ride"
"M",2.93,5.6,4503.5,136,"Run"
"M",2.569,2.8,454.8,148.4,"Run"
"F",4.43,8.5,22568.6,113.2,"Ride"
"F",4.996,5.5,36255.3,129.3,"Ride"
"M",7.651,15.3,71738.4,130.4,"Ride"
"F",7.28,14.8,48215.5,151.9,"Ride"
"F",6.582,12.3,26276.5,145.4,"Ride"
"F",5.419,16.2,75689.6,151.8,"Ride"
"M",3.926,14.3,31809.1,136.2,"Ride"
"M",7.38,17.5,45559.1,141.6,"Ride"
"M",3.343,15.9,47719.3,140.5,"Ride"
"M",6.124,12,51454.4,138.5,"Ride"
"M",7.679,19,90936.5,122.7,"Ride"
"F",7.153,8.2,25715.3,137.7,"Ride"
"M",2.762,4.2,4828.4,125.5,"Run"
"M",2.76,4.3,21570.4,151.7,"Run"
"M",3.47,6.3,8133.9,146.1,"Run"
"F",8.351,14,12567.8,127.9,"Ride"
"M",8.144,14.8,40364,151.4,"Ride"
"M",3.119,4.5,4928.5,157.2,"Run"
"M",2.857,8.5,8192,142,"Run"
"M",6.819,18.2,101582,122.1,"Ride"
"M",8.564,17.7,72560.5,126.3,"Ride"
"F",2.457,4.3,9359.3,158.9,"Run"
"M",7.139,11.6,55715.2,153,"Ride"
"M",4.634,16.7,20459.4,154.3,"Ride"
"M",7.136,15.4,20273.1,145.2,"Ride"
"F",3.109,7.2,11274.6,146.2,"Run"
"F",3.112,4.1,4988.6,171.9,"Run"
"F",6.594,15.6,68684.9,153.5,"Ride"
"M",6.18,16.1,32941.8,146,"Ride"
"M",4.685,8.8,16889.1,96.7,"Ride"
"M",8.263,10,30309.8,145.6,"Ride"
"F",6.087,14.2,22389.4,155.2,"Ride"
"M",3.104,4.5,9767.6,143.8,"Run"
"M",8.327,13.6,37470.8,136.9,"Ride"
"M",2.1,3.7,6056.4,147.7,"Run"
"M",10.29,17.1,55565.8,151.9,"Ride"
"M",9.217,13.9,36029.5,153.2,"Ride"
"M",7.846,15.2,40861.8,146.5,"Ride"
"F",6.409,12.3,25682.2,130.1,"Ride"
"M",6.035,14.7,81142.2,102.2,"Ride"
"F",6.713,11.6,58942,139.1,"Ride"
"M",7.079,20.5,145114,125.9,"Ride"
"M",6.663,17,67671.7,133.9,"Ride"
"M",6.558,9.3,19397.4,154.8,"Ride"
"F",3.019,3.7,1047.6,162.6,"Run"
"F",2.775,5.1,7454.5,130.9,"Run"
"M",4.069,7.9,16763.2,91.7,"Ride"
"F",1.208,1.7,3105.8,103.2,"Run"
"M",2.353,6.3,7531.3,153.5,"Run"
"M",2.571,6.6,10675.1,148.1,"Run"
"M",1.871,6.1,1904.8,102.5,"Ride"
"M",5.993,16.5,95016.1,136.7,"Ride"
"M",7.311,16.1,58243.5,141.9,"Ride"
"F",2.932,3.8,10302.6,161.7,"Run"
"M",1.922,3.4,11215.3,139.8,"Run"
"M",6.821,16.4,33040.2,140,"Ride"
"M",7.99,16,58049.4,155.1,"Ride"
"M",4.004,13.6,47307.7,148.2,"Ride"
"M",7.072,17.3,57624.9,127.5,"Ride"
"M",7.518,11.1,61077,142.7,"Ride"
"M",3.969,10.8,28293.6,94.9,"Ride"
"F",2.561,3.7,9761.6,162.8,"Run"
"M",8.046,13.5,70573.1,132.5,"Ride"
"F",2.966,8.7,8149.7,137.8,"Run"
"F",1.788,3,4496.3,118.4,"Run"
"F",7.803,15.6,67249.1,145.6,"Ride"
"M",8.138,14.4,22982.7,148.1,"Ride"
"M",7.775,12.7,12649.3,127.7,"Ride"
"M",3.666,5.8,5025.6,154,"Run"
"M",8.081,11.6,27533.5,156.7,"Ride"
"F",6.275,17.8,53784.4,162.4,"Ride"
"F",2.33,3.4,7657.7,141.6,"Run"
"M",8.364,13.6,35336.5,150.4,"Ride"
"M",7.66,12.2,48409.6,140.8,"Ride"
"M",7.925,17.5,30011.3,138.3,"Ride"
"F",3.105,4.6,5610.1,180.9,"Run"
"F",2.643,4.8,8087.4,155.1,"Run"
"M",2.235,4.4,11425,152,"Run"
"M",6.705,14,78576.4,124.8,"Ride"
"M",3.389,4.1,7119.3,167.8,"Run"
"M",2.34,4.2,6288.7,138.3,"Run"
"M",2.267,4.1,8110.9,138.9,"Run"
"F",7.436,8.9,18648.6,154.4,"Ride"
"M",6.77,13,50588.7,158.9,"Ride"
"M",2.373,3.8,8364,132.2,"Run"
"M",2.447,9.7,11761,153.4,"Ride"
"M",7.115,16.9,24958.4,109.9,"Ride"
"F",7.286,13,23205.3,142.4,"Ride"
"M",3.289,4.4,2404.1,150.6,"Run"
"M",5.891,10.4,3428.5,94.3,"Ride"
"M",7.703,14.5,18779,145.8,"Ride"
"M",3.124,3.3,8850.2,142.3,"Run"
"M",7.01,10.9,7339.7,150.4,"Ride"
"M",9.895,19.384,68134.9,138,"Ride"
"F",2.061,10.1,6181.6,136.7,"Run"
"M",2.325,7.1,20551.9,115.2,"Run"
"M",6.229,15.4,41453,146.4,"Ride"
"M",3.528,5.9,1337.3,134.4,"Run"
"M",6.725,15.3,32366.8,125.8,"Ride"
"M",4.832,7.1,11621.6,124.5,"Ride"
"M",7.347,12.8,73856.3,93.5,"Ride"
"F",6.714,10.7,21564.4,131.2,"Ride"
"F",6.073,14.6,75404.4,145.7,"Ride"
"F",6.384,15.7,22191.2,140.3,"Ride"
"M",7.499,13,14660.6,131.2,"Ride"
"M",3.269,4.6,42556.8,152.5,"Run"
"F",2.803,4.1,8088.9,159.9,"Run"
"M",6.839,12.5,29769.8,157.8,"Ride"
"M",3.081,4.2,6997,160.7,"Run"
"M",7.099,12.9,94789.1,137,"Ride"
"M",6.964,14.9,37391.5,136.5,"Ride"
"F",2.241,2.9,5057.5,180,"Run"
"F",2.75,5.4,7286,168.6,"Run"
"M",4.708,9.8,2448.1,129.2,"Ride"
"M",7.655,13.5,57939.1,142.1,"Ride"
"M",7.015,11.4,24523.2,118.5,"Ride"
"M",2.999,3.4,5641.4,132,"Run"
"M",8.13,14.4,53462,134.3,"Ride"
"M",3.288,6.9,9026.2,137.4,"Run"
"M",3.238,6.1,9884.6,141.9,"Run"
"F",5.78,15.2,25782.6,154.5,"Ride"
"F",4.574,7.6,19595.2,171.1,"Ride"
"M",7.136,11.1,25690,126.6,"Ride"
"F",2.611,7.2,10970.4,129.9,"Ride"
"M",8.358,14.8,106291,166.1,"Ride"
"M",8.216,19.2,69276.2,125.7,"Ride"
"F",5.928,7.6,14416.6,141.9,"Ride"
"M",5.86,12.8,61115.9,142.3,"Ride"
"M",4.541,6.2,11025.2,139.5,"Run"
"M",8.277,11.3,45301.6,117.8,"Ride"
"M",7.744,10.2,36791.2,147.9,"Ride"
"F",9.029,18,39050.2,157.9,"Ride"
"F",6.228,10.9,18783.4,123.9,"Ride"
"M",6.493,8.3,28083.1,139.7,"Ride"
"M",8.712,20.164,74111.2,136.3,"Ride"
"F",2.413,3.1,4550,167.3,"Run"
"F",6.173,11.3,15235.9,125.3,"Ride"
"M",3.261,12.6,28921.6,152.4,"Ride"
"F",6.284,17.3,81142.3,126,"Ride"
"F",1.745,2.8,6500.3,128,"Run"
"M",2.711,3.2,10311.4,163,"Run"
"F",2.268,4.2,5094.6,150.7,"Run"
"F",2.439,4.5,6430.1,133,"Run"
"F",1.837,3.8,12331.7,144.8,"Run"
"M",6.843,16.1,55104.6,120.1,"Ride"
"F",4.622,11.7,33025.6,112.3,"Ride"
"M",3.776,12.8,19989.6,120.5,"Ride"
"F",2.344,3.5,5420.1,168.5,"Run"
"F",2.604,3.2,5225.5,145.6,"Run"
"M",8.127,16.5,27581.6,147.8,"Ride"
"M",3.342,5.7,4525.3,149.9,"Run"
"F",0.968,2.3,4695.3,132.1,"Run"
"M",3.659,5.1,3359.3,182.5,"Run"
"M",3.662,8.1,8938,150.7,"Run"
"M",8.187,14.4,21040,135.3,"Ride"
"M",5.052,14.4,39191.8,137.4,"Ride"
"M",6.953,9,26026.3,120.8,"Ride"
"M",8.432,15.9,33599.6,142.8,"Ride"
"F",2.789,3.7,16166.7,168.1,"Run"
"M",4.459,8.2,8713.8,140,"Ride"
"M",10.628,22.7,140091,152.4,"Ride"
"M",8.984,14,53646,146.9,"Ride"
"M",8.495,10.6,23387.2,141.3,"Ride"
"F",4.974,11.2,30820.5,98.5,"Ride"
"M",4.828,7.3,7266.4,127.8,"Ride"
"M",0.343,0.5,2.4,80,"Ride"
"F",7.431,11.6,65338.9,113.8,"Ride"
"M",6.124,13.3,30098.9,144.8,"Ride"
"M",8.316,10.2,33972.9,108.2,"Ride"
"F",7.364,10.6,45033,143.6,"Ride"
"M",2.241,4.2,7093.6,117.9,"Run"
"F",1.738,6.4,3879,114.6,"Run"
"M",7.525,14.9,61504,113.7,"Ride"
"M",2.76,4.1,9939.8,135.1,"Run"
"M",3.646,5.3,12013.3,161.4,"Run"
"M",7.9,14.1,43695.8,112.3,"Ride"
"F",3.024,3.8,1067.6,169.6,"Run"
"F",7.208,13.9,10004.3,163.2,"Ride"
"M",1.758,3.1,8450.8,96.5,"Run"
"F",2.724,5.7,4331.6,152.6,"Run"
"M",7.126,22.4,107411,136.6,"Ride"
"F",7.696,14.3,68933.9,137.4,"Ride"
"M",8.568,21.9,80646.1,139.5,"Ride"
"F",8.605,11.8,57611.6,160.4,"Ride"
"F",4.215,10.9,20527.9,161.6,"Ride"
"F",7.465,16.6,104759,142.2,"Ride"
"M",4.468,11.8,11640.1,127.8,"Ride"
"M",5.953,11.6,21460.4,124.5,"Ride"
"F",6.154,9.6,11864.6,143.6,"Ride"
"M",6.259,12,25543,124.9,"Ride"
"M",8.506,14.9,74449.8,148.8,"Ride"
"M",3.584,15.3,16742.8,145.9,"Ride"
"M",2.498,3.8,8838,126.1,"Run"
"M",2.766,4.5,3308.6,155.3,"Run"
"M",3.254,4.2,12689.9,143.6,"Run"
"F",7.228,15.9,57647,158.9,"Ride"
"M",6.62,13.4,29875.3,122.5,"Ride"
"M",7.631,15,56540.3,147,"Ride"
"M",7.468,13.2,42529.8,156,"Ride"
"F",6.753,17.2,37551.8,167.8,"Ride"
"M",6.892,8.7,16643,144.7,"Ride"
"M",4.182,12.7,48300.8,139.4,"Ride"
"F",3.565,4.3,10007,166.9,"Run"
"F",4.78,14.6,16600,128.6,"Run"
"M",2.605,5.3,14338.5,142.9,"Run"
"F",3.053,3.8,5473.2,158.3,"Run"
"M",3.337,5.1,6306.5,161.7,"Run"
"M",6.593,10.3,24630.6,125.8,"Ride"
"M",6.926,9.3,16920.5,136.7,"Ride"
"M",7.238,23.6,212090,135.1,"Ride"
"F",6.454,11.8,7590,116.1,"Ride"
"M",3.137,6.4,6417.8,156.2,"Run"
"M",8.423,21.6,82920.3,132.5,"Ride"
"F",5.441,10,13422.2,53,"Ride"
"M",2.551,3.9,9314.1,138.4,"Run"
"M",6.016,15.1,55976.9,135.6,"Ride"
"M",6.952,18.1,86378.1,119.1,"Ride"
"M",5.275,13.2,34906.6,142.7,"Ride"
"F",3.736,4.7,5021.1,172.5,"Run"
"M",7.371,13.2,55570.2,148.6,"Ride"
"M",6.339,10.4,12824.6,101.4,"Ride"
"F",2.543,3.2,7449.9,142.1,"Run"
"M",5.984,13.6,29763.7,150.6,"Ride"
"F",7.497,17.5,29328.8,155.1,"Ride"
"F",2.337,3.5,5143.8,154.4,"Run"
"F",6.719,14,121552,108.9,"Ride"
"F",4.851,15,54665,149.9,"Ride"
"M",6.836,16.1,70735.1,150.1,"Ride"
"M",6.302,15.8,66454.1,118.8,"Ride"
"F",4.965,11.7,65936.1,153.4,"Ride"
"M",8.258,12.1,32488.1,128.5,"Ride"
"M",10.405,14.3,102534,146.7,"Ride"
"M",10.056,16.7,35406,148.4,"Ride"
"M",2.848,3.7,11191.7,159.1,"Run"
"M",8.254,16.4,87546.7,129.8,"Ride"
"M",3.591,11.2,19225.1,116.6,"Ride"
"M",8.469,18.7,49093.2,151.6,"Ride"
"M",2.794,4.6,6631.8,148.7,"Run"
"M",2.827,4.8,10297.3,142.6,"Run"
